filename	mark	label	offset1	offset2	span	code
es-S0376-78922014000300013-1	T8	ENFERMEDAD	1263	1313	fractura exposada de terç mitjà d'húmer desplaçada	89294002
es-S0376-78922014000300013-1	T9	ENFERMEDAD	1899	1907	fractura	72704001
es-S0376-78922014000300013-1	T10	ENFERMEDAD	2062	2085	síndrome compartimental	111245009
es-S0376-78922014000300013-1	T11	ENFERMEDAD	2344	2352	fractura	72704001
es-S0376-78922014000300013-1	T12	ENFERMEDAD	2344	2360	fractura d'húmer	66308002
es-S0376-78922014000300013-1	T13	ENFERMEDAD	2585	2593	fractura	72704001
es-S0376-78922014000300013-1	T14	ENFERMEDAD	3975	3983	fractura	72704001
es-S0376-78922014000300013-1	T15	ENFERMEDAD	4960	4982	insuficiència arterial	195374003
es-S0376-78922014000300013-1	T16	ENFERMEDAD	5035	5043	fractura	72704001
es-S0376-78922014000300013-1	T17	ENFERMEDAD	5035	5051	fractura humeral	66308002
es-S1139-76322013000100010-1	T1	ENFERMEDAD	141	176	adenopaties submaxil·lars doloroses	127085002
es-S1139-76322013000100010-1	T2	ENFERMEDAD	261	372	exantema micropapular sobreelevado en "pell de gallina" que afectava el tronc i als plecs inguinals i axil·lars	271807003
es-S1139-76322013000100010-1	T3	ENFERMEDAD	460	471	escarlatina	30242009
es-S1139-76322013000100010-1	T4	ENFERMEDAD	778	789	escarlatina	30242009
es-S1139-76322013000100010-1	T5	ENFERMEDAD	261	269	exantema	271807003
es-S1139-76322013000100010-1	T6	ENFERMEDAD	726	734	exantema	271807003
es-S1139-76322013000100010-1	T7	ENFERMEDAD	1134	1142	exantema	271807003
es-S0210-48062004000300007-1	T1	ENFERMEDAD	42	61	artritis reumatoide	69896004
es-S0210-48062004000300007-1	T2	ENFERMEDAD	128	143	diarreic crònic	236071009
es-S0210-48062004000300007-1	T3	ENFERMEDAD	300	343	perforació iatrogénica del còlon descendent	50257008
es-S0210-48062004000300007-1	T4	ENFERMEDAD	425	446	perforació intestinal	56905009
es-S0210-48062004000300007-1	T5	ENFERMEDAD	1105	1116	anemización	271737000
es-S0210-48062004000300007-1	T6	ENFERMEDAD	2239	2276	patologia del tracte urinari superior	41368006
es-S0210-48062004000300007-1	T7	ENFERMEDAD	2651	2664	tumor vesical	126885006
es-S0210-48062004000300007-1	T8	ENFERMEDAD	3415	3445	amiloidosis vesical secundària	281034005
es-S0210-48062004000300007-1	T9	ENFERMEDAD	2470	2475	lesió	417163006
es-S0210-48062004000300007-1	T10	ENFERMEDAD	2722	2727	lesió	417163006
es-S1130-14732005000600008-1	T1	ENFERMEDAD	116	126	tabaquisme	365982000
es-S1130-14732005000600008-1	T2	ENFERMEDAD	128	148	hipertensió arterial	38341003
es-S1130-14732005000600008-1	T3	ENFERMEDAD	389	404	pseudoaneurisma	443089001
es-S1130-14732005000600008-1	T4	ENFERMEDAD	150	169	hipercolesterolèmia	13644009
es-S1130-14732005000600008-1	T5	ENFERMEDAD	171	182	peritonitis	48661000
es-S1130-14732005000600008-1	T6	ENFERMEDAD	197	215	infart de miocardi	22298006
es-S1130-14732005000600008-1	T7	ENFERMEDAD	327	442	artèria caròtide interna dreta i estenosi del 60% associada a pseudoaneurisma en el trajecte cervical de l'esquerra	233964008
es-S1130-14732005000600008-1	T8	ENFERMEDAD	57	77	hemiparèsia esquerra	278287000
es-S1130-14732005000600008-1	T9	ENFERMEDAD	314	357	oclusió de l'artèria caròtide interna dreta	233964008
es-S1130-14732005000600008-1	T10	ENFERMEDAD	735	820	zona pseudoaneurismática del trajecte cervical de l'artèria caròtide interna esquerra	22036004+86117002
es-S1130-14732005000600008-1	T11	ENFERMEDAD	697	820	estenosi que s'estenia també sobre la zona pseudoaneurismática del trajecte cervical de l'artèria caròtide interna esquerra	233964008
es-S1130-14732005000600008-1	T12	ENFERMEDAD	1116	1131	pseudoaneurisma	443089001
es-S1130-14732005000600008-1	T13	ENFERMEDAD	1524	1539	pseudoaneurisma	443089001
es-S0365-66912007000300010-1	T1	ENFERMEDAD	175	233	traumatisme incís a la regió antero-lateral dreta del coll	90460009
es-S0365-66912007000300010-1	T2	ENFERMEDAD	750	766	ptosis palpebral	11934000
es-S0365-66912007000300010-1	T3	ENFERMEDAD	1017	1025	hematoma	385494008
es-S0365-66912007000300010-1	T4	ENFERMEDAD	1198	1247	solució de continuïtat en la vena jugular externa	5166001
es-S0365-66912007000300010-1	T5	ENFERMEDAD	1308	1326	síndrome de Horner	271730003
es-S0365-66912007000300010-1	T6	ENFERMEDAD	458	464	ferida	416462003
es-S0365-66912007000300010-1	T7	ENFERMEDAD	175	186	traumatisme	417746004
es-S0365-66912007000300010-1	T8	ENFERMEDAD	936	947	traumatisme	417746004
es-S0365-66912007000300010-1	T9	ENFERMEDAD	484	497	visió borrosa	246636008
es-S0465-546X2008000200010-1	T1	ENFERMEDAD	54	67	hàbits tòxics	228272008
es-S0465-546X2008000200010-1	T2	ENFERMEDAD	77	87	al·lèrgies	106190000
es-S0465-546X2008000200010-1	T3	ENFERMEDAD	724	751	quelitis del llavi inferior	7847004
es-S0465-546X2008000200010-1	T4	ENFERMEDAD	753	764	aftas orals	26284000
es-S0465-546X2008000200010-1	T5	ENFERMEDAD	910	961	lesions eritemato-escatoses en la cara i als braços	247440002
es-S1131-57682003000400014-1	T1	ENFERMEDAD	214	230	faringitis aguda	363746003
es-S1131-57682003000400014-1	T2	ENFERMEDAD	481	543	lesió que presentava en la vora lateral esquerra de la llengua	126778001
es-S1131-57682003000400014-1	T3	ENFERMEDAD	582	691	lesió ulcerada, de coloració blanquinosa, d'aproximadament 1 cm de diàmetre, en la vora lateral de la llengua	66123000
es-S1131-57682003000400014-1	T4	ENFERMEDAD	736	747	adenopaties	30746006
es-S1131-57682003000400014-1	T5	ENFERMEDAD	822	834	afta lingual	66123000
es-S1131-57682003000400014-1	T6	ENFERMEDAD	1259	1280	carcinoma epidermoide	402815007
es-S1131-57682003000400014-1	T7	ENFERMEDAD	1694	1715	carcinoma epidermoide	402815007
es-S1131-57682003000400014-1	T8	ENFERMEDAD	1694	1731	carcinoma epidermoide ben diferenciat	402815007
es-S1131-57682003000400014-1	T9	ENFERMEDAD	1106	1122	quadre infecciós	40733004
es-S1131-57682003000400014-1	T10	ENFERMEDAD	759	787	lesions a nivell orofaríngeo	33431000119109
es-S1139-76322015000400016-1	T1	ENFERMEDAD	861	882	obstrucció intestinal	81060008
es-S1139-76322015000400016-1	T2	ENFERMEDAD	1205	1263	lesió focal ocupant d'espai de característiques quístiques	441457006
es-S1139-76322015000400016-1	T3	ENFERMEDAD	1506	1535	massa quística intraabdominal	446064000
es-S1139-76322015000400016-1	T4	ENFERMEDAD	1855	1863	quístics	441457006
es-S1139-76322015000400016-1	T5	ENFERMEDAD	1926	1958	linfangioma quístic de mesenteri	400178008
es-S1139-76322015000400016-1	T6	ENFERMEDAD	2038	2142	massa multiquística amb contingut de líquid blanquinós que depèn del mesenteri d'una ansa de l'ili mitjà	27970007
es-S1139-76322015000400016-1	T7	ENFERMEDAD	2495	2524	linfagioma quístic mesentèric	40225001
es-S1139-76322015000400016-1	T8	ENFERMEDAD	2541	2568	massa quística multiseptada	441457006
es-S1139-76322015000400016-1	T9	ENFERMEDAD	2506	2513	quístic	441457006
es-S1134-80462015000300003-1	T1	ENFERMEDAD	39	82	al·lèrgic a tetraciclinas i beta-lactámicos	294592000+419885006
es-S1134-80462015000300003-1	T2	ENFERMEDAD	101	121	hipertensió arterial	38341003
es-S1134-80462015000300003-1	T3	ENFERMEDAD	234	277	espondiloartrósico amb component miofascial	53332000
es-S1134-80462015000300003-1	T4	ENFERMEDAD	847	863	ptosis palpebral	11934000
es-S1134-80462015000300003-1	T5	ENFERMEDAD	1099	1115	ptosis palpebral	11934000
es-S1134-80462015000300003-1	T6	ENFERMEDAD	847	853	ptosis	11934000
es-S1134-80462015000300003-1	T7	ENFERMEDAD	926	932	ptosis	11934000
es-S1134-80462015000300003-1	T8	ENFERMEDAD	1099	1105	ptosis	11934000
es-S1134-80462015000300003-1	T9	ENFERMEDAD	1256	1270	miastènia greu	91637004
es-S1134-80462015000300003-1	T10	ENFERMEDAD	1127	1135	diplopía	24982008
es-S1134-80462015000300003-1	T11	ENFERMEDAD	1272	1274	MG	91637004
es-S1130-14732008000500005-2	T1	ENFERMEDAD	45	65	hipertensió arterial	38341003
es-S1130-14732008000500005-2	T2	ENFERMEDAD	228	261	dilatació del sistema ventricular	299718000
es-S1130-14732008000500005-2	T3	ENFERMEDAD	305	308	HCA	15139001
es-S1130-14732008000500005-2	T4	ENFERMEDAD	606	650	hematoma en l'hemisferi cerebel·lós esquerre	301765007
es-S1130-14732008000500005-2	T5	ENFERMEDAD	129	154	incontinència d'esfínters	78459008
es-S1130-14732008000500005-2	T6	ENFERMEDAD	157	187	trastorn de funcions superiors	443265004
es-S1130-05582008000200006-1	T1	ENFERMEDAD	613	618	lesió	417163006
es-S1130-05582008000200006-1	T2	ENFERMEDAD	246	264	esclerosi tuberosa	7199000
es-S1130-05582008000200006-1	T3	ENFERMEDAD	356	376	angiomiolipoma renal	254921004
es-S1130-05582008000200006-1	T4	ENFERMEDAD	433	479	adenoma sebaci de Pringle a nivell nasogeniano	36025004
es-S1130-05582008000200006-1	T5	ENFERMEDAD	481	519	hamartomas retinianos en el fons d'ull	417125003
es-S1130-05582008000200006-1	T6	ENFERMEDAD	522	569	lesions fibròtiques a nivell cervical posterior	118939000
es-S1130-05582008000200006-1	T7	ENFERMEDAD	613	649	lesió dura i adherida a la mandíbula	128233005
es-S1130-05582008000200006-1	T8	ENFERMEDAD	740	831	pell de la regió cervical lateral i en el clatell es van observar múltiples petites lesions	95324001
es-S1130-05582008000200006-1	T9	ENFERMEDAD	928	948	hiperplàsia gingival	441798003
es-S1130-05582008000200006-1	T10	ENFERMEDAD	1039	1058	crisis epilèptiques	84757009
es-S1130-05582008000200006-1	T11	ENFERMEDAD	1477	1490	ameloblastoma	285311001
es-S1130-05582008000200006-1	T12	ENFERMEDAD	1492	1511	mixoma odontogénico	34941004
es-S1130-05582008000200006-1	T13	ENFERMEDAD	1513	1532	quist aneurismático	203468000
es-S1130-05582008000200006-1	T14	ENFERMEDAD	1534	1555	fibroma condromixoide	307607001
es-S1130-05582008000200006-1	T15	ENFERMEDAD	1557	1575	hemangioma central	400210000
es-S1130-05582008000200006-1	T16	ENFERMEDAD	1578	1597	granuloma eosinòfil	129000002
es-S1130-05582008000200006-1	T17	ENFERMEDAD	1278	1315	excrescència òssia de tipus condroide	55342001
es-S1130-05582008000200006-1	T18	ENFERMEDAD	1322	1354	erosió de la cortical mandibular	128233005
es-S1130-05582008000200006-1	T19	ENFERMEDAD	1688	1693	lesió	417163006
es-S1130-05582008000200006-1	T20	ENFERMEDAD	2044	2049	lesió	417163006
es-S1130-05582008000200006-1	T21	ENFERMEDAD	2029	2060	recidiva de la lesió mandibular	128233005
es-S1130-05582008000200006-1	T22	ENFERMEDAD	1792	1810	fibromes cervicals	254891007
es-S1130-05582008000200006-1	T23	ENFERMEDAD	2112	2134	lesió òssia mandibular	128233005
es-S1130-05582008000200006-1	T24	ENFERMEDAD	2112	2117	lesió	417163006
es-S1130-05582008000200006-1	T25	ENFERMEDAD	2179	2184	lesió	417163006
es-S1130-05582008000200006-1	T26	ENFERMEDAD	2413	2418	lesió	417163006
es-S1130-05582008000200006-1	T27	ENFERMEDAD	2375	2408	infiltració òssia de la tumoració	94222008
es-S1130-05582008000200006-1	T28	ENFERMEDAD	2613	2633	fibroma desmoplásico	55342001
es-S1130-01082010000600012-1	T1	ENFERMEDAD	224	236	lumbociática	202794004
es-S1130-01082010000600012-1	T2	ENFERMEDAD	70	78	obesitat	414916001
es-S1130-01082010000600012-1	T3	ENFERMEDAD	80	83	HTA	38341003
es-S1130-01082010000600012-1	T4	ENFERMEDAD	85	97	fibromiàlgia	203082005
es-S1130-01082010000600012-1	T5	ENFERMEDAD	100	119	hèrnia discal D3-D4	84857004+428778006
es-S1130-01082010000600012-1	T6	ENFERMEDAD	307	315	disfàgia	288939007
es-S1130-01082010000600012-1	T7	ENFERMEDAD	732	769	aixafaments vertebrals osteoporóticos	240198002
es-S1130-01082010000600012-1	T8	ENFERMEDAD	840	852	lumbociática	202794004
es-S1130-01082010000600012-1	T9	ENFERMEDAD	857	926	lesions vertebrals múltiples d'origen osteoporótico en columna dorsal	203438009
es-S1130-01082010000600012-1	T10	ENFERMEDAD	1262	1275	hepatomegàlia	80515008
es-S1130-01082010000600012-1	T11	ENFERMEDAD	1113	1121	disfàgia	288939007
es-S1130-01082010000600012-1	T12	ENFERMEDAD	1438	1477	lesió situada a 18 cm d'arcada dentària	37657006
es-S1130-01082010000600012-1	T13	ENFERMEDAD	1575	1586	adenopaties	30746006
es-S1130-01082010000600012-1	T14	ENFERMEDAD	1648	1688	metàstasis hepàtiques en segment IV i II	94381002
es-S1130-01082010000600012-1	T15	ENFERMEDAD	1899	1919	implants mesentèrics	94624001
es-S1130-01082010000600012-1	T16	ENFERMEDAD	1921	1994	metàstasis hepàtiques múltiples i òssies en esquelet axial i perifèriques	94381002+94602001
es-S1130-01082010000600012-1	T17	ENFERMEDAD	1854	1867	massa tumoral	55342001
es-S1130-01082010000600012-1	T18	ENFERMEDAD	2019	2035	melanoma maligne	372244006
es-S1130-63432013000500013-1	T1	ENFERMEDAD	16	43	infectat pel VHC genotip 1a	50711007
es-S1130-63432013000500013-1	T2	ENFERMEDAD	98	114	fibrosi hepàtica	62484002
es-S1130-63432013000500013-1	T3	ENFERMEDAD	124	131	cirrosi	19943007
es-S1130-63432013000500013-1	T4	ENFERMEDAD	16	86	infectat pel VHC genotip 1a i pel virus de la immunodeficiència humana	50711007
es-S1130-63432013000500013-1	T5	ENFERMEDAD	358	361	HCC	128302006
es-S1130-63432013000500013-1	T6	ENFERMEDAD	430	433	HCC	128302006
es-S1130-63432013000500013-1	T7	ENFERMEDAD	979	982	HCC	128302006
es-S0004-06142009000800011-1	T1	ENFERMEDAD	602	658	tumor mesenquimático benigne o de baix potencial maligne	55342001
es-S0004-06142009000800011-1	T2	ENFERMEDAD	1949	1995	leiomiosarcoma de molt baix grau de malignitat	443719001
es-S0212-16112014000600030-2	T1	ENFERMEDAD	107	115	obesitat	414916001
es-S0212-16112014000600030-2	T2	ENFERMEDAD	169	184	lesió medul·lar	146251000146109
es-S0212-16112014000600030-2	T3	ENFERMEDAD	228	285	fractura vertebral i paraplegia incompleta a nivell de L1	721494003+290411000119106
es-S0212-16112014000600030-2	T4	ENFERMEDAD	331	351	hipertensió arterial	38341003
es-S0212-16112014000600030-2	T5	ENFERMEDAD	423	443	hipertrigliceridemia	302870006
es-S0212-16112014000600030-2	T6	ENFERMEDAD	195	211	accident laboral	65339005
es-S0212-16112014000600030-2	T7	ENFERMEDAD	287	294	Fumador	77176002
es-S0212-16112014000600030-2	T8	ENFERMEDAD	1576	1593	dèficit vitamínic	85670002
es-S0212-16112014000600030-2	T9	ENFERMEDAD	1249	1282	complicacions en el postoperatori	385486001
es-S0465-546X2009000300008-1	T1	ENFERMEDAD	309	381	punxant-se en la cara lateral externa de la falange distal del dit índex	283520007
es-S0465-546X2009000300008-1	T2	ENFERMEDAD	216	227	tuberculosi	56717001
es-S0465-546X2009000300008-1	T3	ENFERMEDAD	104	126	inocula accidentalment	10850741000119108
es-S0465-546X2009000300008-1	T4	ENFERMEDAD	494	500	ferida	416462003
es-S0465-546X2009000300008-1	T5	ENFERMEDAD	999	1010	tuberculosi	56717001
es-S0465-546X2009000300008-1	T6	ENFERMEDAD	895	906	hepatitis B	66071002
es-S0465-546X2009000300008-1	T7	ENFERMEDAD	1135	1153	pápula eritematosa	70831001
es-S0465-546X2009000300008-1	T8	ENFERMEDAD	1251	1272	adenopaties axil·lars	127189005
es-S0465-546X2009000300008-1	T9	ENFERMEDAD	1330	1335	lesió	417163006
es-S0465-546X2009000300008-1	T10	ENFERMEDAD	1555	1579	dermatitis granulomatosa	238673000
es-S0465-546X2009000300008-1	T11	ENFERMEDAD	1622	1644	dermatitis tuberculosa	66986005
es-S0465-546X2009000300008-1	T12	ENFERMEDAD	1372	1377	lesió	417163006
es-S0465-546X2009000300008-1	T13	ENFERMEDAD	1507	1512	lesió	417163006
es-S0465-546X2009000300008-1	T14	ENFERMEDAD	1689	1713	dermatitis granulomatosa	238673000
es-S0465-546X2009000300008-1	T15	ENFERMEDAD	1729	1751	dermatitis tuberculosa	66986005
es-S0465-546X2009000300008-1	T16	ENFERMEDAD	1910	1921	tuberculosi	56717001
es-S0465-546X2009000300008-1	T17	ENFERMEDAD	2189	2208	Tuberculosi Cutània	66986005
es-S0465-546X2009000300008-1	T18	ENFERMEDAD	2189	2200	Tuberculosi	56717001
es-S0465-546X2009000300008-1	T19	ENFERMEDAD	2788	2809	Malaltia Professional	115966001
es-S0465-546X2009000300008-1	T20	ENFERMEDAD	2883	2906	malalties professionals	115966001
es-S0212-71992007000300006-1	T1	ENFERMEDAD	65	87	enolismo moderat-sever	713862009
es-S0212-71992007000300006-1	T2	ENFERMEDAD	89	109	hipertensió arterial	38341003
es-S0212-71992007000300006-1	T3	ENFERMEDAD	112	133	cardiopatia isquèmica	194828000
es-S0212-71992007000300006-1	T4	ENFERMEDAD	224	302	post-ingesta d'un OP (Metasystox®: oxidemetón-metil) en un intent de autolisis	304594002
es-S0212-71992007000300006-1	T5	ENFERMEDAD	491	500	hipotenso	45007003
es-S0212-71992007000300006-1	T6	ENFERMEDAD	836	861	mioclonías generalitzades	17450006
es-S0212-71992007000300006-1	T7	ENFERMEDAD	1720	1731	intoxicació	75478009
es-S0212-71992007000300006-1	T8	ENFERMEDAD	2233	2253	intoxicacions per OP	8260003
es-S0212-71992007000300006-1	T9	ENFERMEDAD	1848	1859	intoxicació	75478009
es-S0212-71992007000300006-1	T10	ENFERMEDAD	2446	2457	intoxicació	75478009
es-S0212-71992007000300006-1	T11	ENFERMEDAD	2259	2284	mioclonías generalitzades	17450006
es-S0212-71992007000300006-1	T12	ENFERMEDAD	2475	2493	mioclonías facials	17450006
es-S0212-71992007000300006-1	T13	ENFERMEDAD	2629	2640	intoxicació	75478009
es-S0212-71992007000300006-1	T14	ENFERMEDAD	2794	2796	SI	432991000
es-S0212-71992007000300006-1	T15	ENFERMEDAD	2981	3007	insuficiència respiratòria	409623005
es-S0212-71992007000300006-1	T16	ENFERMEDAD	3122	3133	intoxicació	75478009
es-S0212-71992007000300006-1	T17	ENFERMEDAD	3429	3440	intoxicació	75478009
es-S0212-71992007000300006-1	T18	ENFERMEDAD	3347	3396	traqueobronquiolitis nosocomial per H. influenzae	73414003
es-S0212-71992007000300006-1	T19	ENFERMEDAD	2941	2957	intoxicat per OP	77721001
es-S0004-06142007000900017-1	T1	ENFERMEDAD	73	89	ptosis palpebral	11934000
es-S0004-06142007000900017-1	T2	ENFERMEDAD	101	110	proptosis	18265008
es-S0004-06142007000900017-1	T3	ENFERMEDAD	172	192	hipertensió arterial	38341003
es-S0004-06142007000900017-1	T4	ENFERMEDAD	229	243	ulcus duodenal	51868009
es-S0004-06142007000900017-1	T5	ENFERMEDAD	264	282	poliposis laríngia	86423004
es-S0004-06142007000900017-1	T6	ENFERMEDAD	332	356	adenocarcinoma prostàtic	399490008
es-S0004-06142007000900017-1	T7	ENFERMEDAD	502	519	metàstasis òssies	94222008
es-S0004-06142007000900017-1	T8	ENFERMEDAD	847	863	ptosis palpebral	11934000
es-S0004-06142007000900017-1	T9	ENFERMEDAD	915	923	diplopía	24982008
es-S0004-06142007000900017-1	T10	ENFERMEDAD	886	902	protrusió ocular	18265008
es-S0004-06142007000900017-1	T11	ENFERMEDAD	1038	1054	ptosis palpebral	11934000
es-S0004-06142007000900017-1	T12	ENFERMEDAD	1128	1167	paresia de l'III i VI parells esquerres	398963001+388980004
es-S0004-06142007000900017-1	T13	ENFERMEDAD	1068	1084	sortida de l'ull	18265008
es-S0004-06142007000900017-1	T14	ENFERMEDAD	1495	1531	lesions isquèmiques supratentoriales	287731003
es-S0004-06142007000900017-1	T15	ENFERMEDAD	1951	1960	proptosis	18265008
es-S0004-06142007000900017-1	T16	ENFERMEDAD	2112	2149	interrupció del sòl de l'òrbita dreta	371522000
es-S0004-06142007000900017-1	T17	ENFERMEDAD	2387	2423	infiltració blàstic-lítica vertebral	94602001
es-S0004-06142007000900017-1	T18	ENFERMEDAD	2489	2513	adenocarcinoma prostàtic	399490008
es-S0004-06142007000900017-1	T19	ENFERMEDAD	2476	2547	metàstasi de adenocarcinoma prostàtic en si maxil·lar dret i si frontal	707343008
es-S0004-06142007000900017-1	T20	ENFERMEDAD	2562	2592	afectació orbitària extraconal	371436007
es-S0004-06142007000900017-1	T21	ENFERMEDAD	2678	2685	ceguesa	105597003
es-S0004-06142007000900017-1	T22	ENFERMEDAD	3103	3112	proptosis	18265008
es-S0210-56912007000200007-3	T1	ENFERMEDAD	18	28	faringitis	405737000
es-S0210-56912007000200007-3	T2	ENFERMEDAD	784	802	disfunció hepàtica	75183008
es-S0210-56912007000200007-3	T3	ENFERMEDAD	573	585	coagulopatía	64779008
es-S0210-56912007000200007-3	T4	ENFERMEDAD	934	953	acidosis metabòlica	59455009
es-S0210-56912007000200007-3	T5	ENFERMEDAD	305	315	hipotensió	45007003
es-S0210-56912007000200007-3	T6	ENFERMEDAD	1438	1457	insuficiència renal	723188008
es-S0210-56912007000200007-3	T7	ENFERMEDAD	1568	1577	asistolia	397829000
es-S0210-56912007000200007-3	T8	ENFERMEDAD	1580	1605	parada cardiorespiratòria	410430005
es-S0210-56912007000200007-3	T9	ENFERMEDAD	1518	1537	fracàs multiorgànic	57653000
es-S0210-56912007000200007-3	T10	ENFERMEDAD	1539	1542	FMO	238148004
S0004-06142006000200014-1	T1	ENFERMEDAD	281	302	quist renal complicat	722223000
S0004-06142006000200014-1	T2	ENFERMEDAD	504	532	trombe tumoral en vena renal	15842009
S0004-06142006000200014-1	T3	ENFERMEDAD	559	571	hipernefroma	702391001
S0004-06142006000200014-1	T4	ENFERMEDAD	842	847	tumor	55342001
S0004-06142006000200014-1	T5	ENFERMEDAD	986	991	Tumor	55342001
S0004-06142006000200014-1	T6	ENFERMEDAD	1012	1017	tumor	55342001
S0004-06142006000200014-1	T7	ENFERMEDAD	986	1007	Tumor fibrós solitari	128736003
S0004-06142006000200014-1	T8	ENFERMEDAD	1152	1165	massa tumoral	55342001
es-S1130-05582009000400004-1	T1	ENFERMEDAD	563	615	lesió radiolúcida, unilocular de vores escleròtiques	52988006
es-S1130-05582009000400004-1	T2	ENFERMEDAD	563	568	lesió	417163006
es-S1130-05582009000400004-1	T3	ENFERMEDAD	710	728	fibroma osificante	25603007
es-S1130-05582009000400004-1	T4	ENFERMEDAD	864	882	fibroma osificante	25603007
es-S1130-05582009000400004-1	T5	ENFERMEDAD	784	789	lesió	417163006
es-S1130-05582009000400004-1	T6	ENFERMEDAD	1113	1131	recidiva del tumor	25173007
es-S1130-05582009000400005-1	T1	ENFERMEDAD	364	371	fumador	77176002
es-S1130-05582009000400005-1	T2	ENFERMEDAD	145	181	molar inferior esquerre semiincluido	234947003
es-S1130-05582009000400005-1	T3	ENFERMEDAD	701	716	lesió del nervi	212349001
es-S1130-05582009000400005-1	T4	ENFERMEDAD	1462	1477	pericoronaritis	22240003
es-S1130-05582009000400005-1	T5	ENFERMEDAD	1524	1530	ferida	416462003
es-S1130-05582009000400005-1	T6	ENFERMEDAD	1896	1911	pericoronaritis	22240003
es-S1130-05582009000400005-1	T7	ENFERMEDAD	1647	1685	complicació infecciosa de causa pulpar	5494004
es-S1130-05582009000400005-1	T8	ENFERMEDAD	3271	3277	ferida	416462003
es-S0212-16112007000800011-1	T1	ENFERMEDAD	20	37	malaltia de Crohn	34000006
es-S0212-16112007000800011-1	T2	ENFERMEDAD	603	623	perforació ileocecal	282068002+235798009
es-S0212-16112007000800011-1	T3	ENFERMEDAD	659	671	fístula anal	786878009
es-S0212-16112007000800011-1	T4	ENFERMEDAD	676	691	abscés en gluti	64576003
es-S0212-16112007000800011-1	T5	ENFERMEDAD	766	798	infecció perianal polimicrobiana	402709000
es-S0212-16112007000800011-1	T6	ENFERMEDAD	2160	2171	desnutrició	248325000
es-S0212-16112007000800011-1	T7	ENFERMEDAD	1081	1118	convulsió tònic-clònica generalitzada	54200006
es-S0212-16112007000800011-1	T8	ENFERMEDAD	1646	1684	convulsió tònic-clònica, generalitzada	54200006
es-S0212-16112007000800011-1	T9	ENFERMEDAD	2144	2157	deshidratació	34095006
es-S0212-16112007000800011-1	T10	ENFERMEDAD	2519	2538	episodis convulsius	91175000
es-S0212-16112007000800011-1	T11	ENFERMEDAD	2980	3005	desnutrició de grau sever	29740003
es-S0212-16112007000800011-1	T12	ENFERMEDAD	3039	3071	deshidratació cutani-mucosa lleu	1611000119108
es-S0212-16112007000800011-1	T13	ENFERMEDAD	3169	3221	malnutrició energètic-proteica mixta de grau moderat	70241007
es-S0212-16112007000800011-1	T14	ENFERMEDAD	3387	3399	hipocalcèmia	5291005
es-S0212-16112007000800011-1	T15	ENFERMEDAD	3403	3417	hipomagnesemia	190855004
es-S0212-16112007000800011-1	T16	ENFERMEDAD	2980	2991	desnutrició	248325000
es-S0212-16112007000800011-1	T17	ENFERMEDAD	3039	3052	deshidratació	34095006
es-S0212-16112007000800011-1	T18	ENFERMEDAD	3871	3900	elevat dèbit de la ileostomia	307236005
es-S0212-16112007000800011-1	T19	ENFERMEDAD	3814	3827	deshidratació	34095006
es-S0212-16112007000800011-1	T20	ENFERMEDAD	4819	4842	episodis de convulsions	128613002
es-S0365-66912008000100007-1	T1	ENFERMEDAD	202	225	agenesia del cos callós	5102002
es-S0365-66912008000100007-1	T2	ENFERMEDAD	228	262	ronyó dret displásico multiquístic	82525005
es-S0365-66912008000100007-1	T3	ENFERMEDAD	306	331	quist de plexes coroidals	230790004
es-S0365-66912008000100007-1	T4	ENFERMEDAD	337	379	quist a la regió interhemisfèrica profunda	40720005
es-S0365-66912008000100007-1	T5	ENFERMEDAD	442	475	anomalies de la migració neuronal	253146009
es-S0365-66912008000100007-1	T6	ENFERMEDAD	882	922	malformació colobomatosa del nervi òptic	77157004
es-S0365-66912008000100007-1	T7	ENFERMEDAD	752	777	llacunes coriorretinianas	302893000
es-S0365-66912008000100007-1	T8	ENFERMEDAD	925	950	llacunes coriorretinianas	302893000
es-S0365-66912008000100007-1	T9	ENFERMEDAD	807	824	afectació macular	312999006
es-S0365-66912008000100007-1	T10	ENFERMEDAD	973	990	afectació macular	312999006
es-S1134-80462004000400007-1	T1	ENFERMEDAD	58	69	DM tipus II	44054006
es-S1134-80462004000400007-1	T2	ENFERMEDAD	144	147	HTA	38341003
es-S1134-80462004000400007-1	T3	ENFERMEDAD	164	169	obesa	414915002
es-S1134-80462004000400007-1	T4	ENFERMEDAD	128	142	polineuropatía	42345000
es-S1134-80462004000400007-1	T5	ENFERMEDAD	1177	1199	depressió respiratòria	80954004
es-S2254-28842012000300010-1	T1	ENFERMEDAD	59	133	insuficiència renal secundària a nefrectomía bilateral per neoplàsia renal	723189000+126880001
es-S2254-28842012000300010-1	T2	ENFERMEDAD	118	133	neoplàsia renal	126880001
es-S2254-28842012000300010-1	T3	ENFERMEDAD	163	183	hipertensió arterial	38341003
es-S2254-28842012000300010-1	T4	ENFERMEDAD	430	447	Colitis isquèmica	30588004
es-S2254-28842012000300010-1	T5	ENFERMEDAD	320	328	Trombosi	439127006
es-S2254-28842012000300010-1	T6	ENFERMEDAD	320	335	Trombosi venosa	111293003
es-S2254-28842012000300010-1	T7	ENFERMEDAD	605	646	estenosi valvular aòrtica moderada-severa	60573004
es-S2254-28842012000300010-1	T8	ENFERMEDAD	266	283	lesió de la melsa	141701000119101
